document_number,publication_date,agency_id,agency,subagency,title,abstract,type,excerpts,raw_name,slug,url,html_url,pdf_url,public_inspection_pdf_url,json_url,parent_id
2018-04680,2018-03-08,54,Commerce Department,National Oceanic and Atmospheric Administration,Proposed Information Collection; Comment Request; Application and Reports for Scientific Research and Enhancement Permits Under the Endangered Species Act,"The Department of Commerce, as part of its continuing effort to reduce paperwork and respondent burden, invites the general public and other Federal agencies to take this opportunity to comment on proposed and/or continuing information collections, as required by the Paperwork Reduction Act of 1995.",Notice,"The Department of Commerce, as part of its continuing effort to reduce paperwork and respondent burden, invites the general public and other Federal agencies to take this opportunity to comment on proposed and/or continuing information collections, as...",DEPARTMENT OF COMMERCE,commerce-department,https://www.federalregister.gov/agencies/commerce-department,https://www.federalregister.gov/documents/2018/03/08/2018-04680/proposed-information-collection-comment-request-application-and-reports-for-scientific-research-and,https://www.gpo.gov/fdsys/pkg/FR-2018-03-08/pdf/2018-04680.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-04680.pdf?1520430323,https://www.federalregister.gov/api/v1/agencies/54.json,
2018-04639,2018-03-08,126,Education Department,,Agency Information Collection Activities; Comment Request; Pell Grant Reporting Under the Common Origination and Disbursement (COD) System,"In accordance with the Paperwork Reduction Act of 1995, ED is proposing an extension of an existing information collection.",Notice,"In accordance with the Paperwork Reduction Act of 1995, ED is proposing an extension of an existing information collection.",DEPARTMENT OF EDUCATION,education-department,https://www.federalregister.gov/agencies/education-department,https://www.federalregister.gov/documents/2018/03/08/2018-04639/agency-information-collection-activities-comment-request-pell-grant-reporting-under-the-common,https://www.gpo.gov/fdsys/pkg/FR-2018-03-08/pdf/2018-04639.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-04639.pdf?1520430317,https://www.federalregister.gov/api/v1/agencies/126.json,
2018-04692,2018-03-08,126,Education Department,,Arbitration Panel Decisions Under the Randolph-Sheppard Act,"This notice lists arbitration panel decisions under the Randolph-Sheppard Act issued in July, August, and September 2017. The full text of all decisions is available on the Department's website and by request.",Notice,"This notice lists arbitration panel decisions under the Randolph-Sheppard Act issued in July, August, and September 2017. The full text of all decisions is available on the Department's website and by request.",DEPARTMENT OF EDUCATION,education-department,https://www.federalregister.gov/agencies/education-department,https://www.federalregister.gov/documents/2018/03/08/2018-04692/arbitration-panel-decisions-under-the-randolph-sheppard-act,https://www.gpo.gov/fdsys/pkg/FR-2018-03-08/pdf/2018-04692.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-04692.pdf?1520430324,https://www.federalregister.gov/api/v1/agencies/126.json,
2018-04670,2018-03-08,136,Energy Department,,Interim Management of Nuclear Materials; Spent Nuclear Fuel Management at Savannah River Site,"The Department of Energy (DOE) is amending its record of decision (ROD) (published in the Federal Register on December 19, 1995) for the Final Environmental Impact Statement: Interim Management of Nuclear Materials at the Savannah River Site (IMNM EIS) (DOE/EIS-0220) and its ROD (published in the Federal Register on; August 7, 2000) for the Savannah River Site Spent Nuclear Fuel Management Environmental Impact Statement (SRS SNF EIS) (DOE/EIS-0279) with respect to management of 65 Mark-18A targets. The IMNM EIS evaluated the potential environmental consequences of alternatives for the disposition of a large number and variety of nuclear materials, including 65 Mark-18A targets. These targets were irradiated in a nuclear reactor at the Savannah River Site (SRS) to produce valued isotopes. The SRS SNF EIS evaluated the potential environmental consequences from alternatives for managing spent nuclear fuel at SRS, as well as other irradiated materials including the 65 Mark-18A targets. In both the IMNM EIS and SRS SNF EIS RODs, DOE decided to continue to store the 65 Mark-18A targets at SRS. DOE has now decided to process the 65 Mark-18A targets at SRS to recover valued isotopes in the form of solid oxides and to issue this amended ROD.",Notice,"The Department of Energy (DOE) is amending its record of decision (ROD) (published in the Federal Register on December 19, 1995) for the Final Environmental Impact Statement: Interim Management of Nuclear Materials at the Savannah River Site (IMNM EIS)...",DEPARTMENT OF ENERGY,energy-department,https://www.federalregister.gov/agencies/energy-department,https://www.federalregister.gov/documents/2018/03/08/2018-04670/interim-management-of-nuclear-materials-spent-nuclear-fuel-management-at-savannah-river-site,https://www.gpo.gov/fdsys/pkg/FR-2018-03-08/pdf/2018-04670.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-04670.pdf?1520430321,https://www.federalregister.gov/api/v1/agencies/136.json,
2018-04671,2018-03-08,136,Energy Department,,Proposed Agency Information Collection,"The Department of Energy (DOE) invites public comment on a proposed collection of information that DOE is developing for submission to the Office of Management and Budget (OMB) pursuant to the Paperwork Reduction Act of 1995. Comments are invited on: (a) Whether the proposed collection of information is necessary for the proper performance of the functions of the agency, including whether the information shall have practical utility; (b) the accuracy of the agency's estimate of the burden of the proposed collection of information, including the validity of the methodology and assumptions used; (c) ways to enhance the quality, utility, and clarity of the information to be collected; and (d) ways to minimize the burden of the collection of information on respondents, including through the use of automated collection techniques or other forms of information technology.",Notice,The Department of Energy (DOE) invites public comment on a proposed collection of information that DOE is developing for submission to the Office of Management and Budget (OMB) pursuant to the Paperwork Reduction Act of 1995. Comments are invited on:...,DEPARTMENT OF ENERGY,energy-department,https://www.federalregister.gov/agencies/energy-department,https://www.federalregister.gov/documents/2018/03/08/2018-04671/proposed-agency-information-collection,https://www.gpo.gov/fdsys/pkg/FR-2018-03-08/pdf/2018-04671.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-04671.pdf?1520430321,https://www.federalregister.gov/api/v1/agencies/136.json,
2018-04672,2018-03-08,136,Energy Department,Western Area Power Administration,Call for 2025 Resource Pool Applications,"The Department of Energy (DOE), Western Area Power Administration. (WAPA), a Federal power marketing administration of DOE, published its 2025 Power Marketing Plan (Marketing Plan) for the Sierra Nevada Customer Service Region (SNR) in the Federal Register on August 15, 2017. The Marketing Plan specifies the terms and conditions under which WAPA will market power from the Central Valley Project (CVP) and the Washoe Project beginning January 1, 2025, and continuing through December 31, 2054. As required by the Marketing Plan, WAPA is issuing a call for applications for SNR's 2025 Resource Pool. Preference entities who wish to apply for a new allocation of power from WAPA's SNR must submit a formal application using the Applicant Profile Data (APD) form and must meet the Eligibility and Allocation Criteria described in the Marketing Plan. In addition, if a customer that currently has an allocation of power wishes to apply for an additional power allocation, it also must submit an application using the APD form and meet the Eligibility and Allocation Criteria. The General Criteria, and Contract Principles as defined in the Marketing Plan will apply to new allottees and existing customers.",Notice,"The Department of Energy (DOE), Western Area Power Administration. (WAPA), a Federal power marketing administration of DOE, published its 2025 Power Marketing Plan (Marketing Plan) for the Sierra Nevada Customer Service Region (SNR) in the Federal...",DEPARTMENT OF ENERGY,energy-department,https://www.federalregister.gov/agencies/energy-department,https://www.federalregister.gov/documents/2018/03/08/2018-04672/call-for-2025-resource-pool-applications,https://www.gpo.gov/fdsys/pkg/FR-2018-03-08/pdf/2018-04672.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-04672.pdf?1520430321,https://www.federalregister.gov/api/v1/agencies/136.json,
2018-04699,2018-03-08,145,Environmental Protection Agency,,Notice of Charter Renewal,"The Charter for the United States Environmental Protection Agency's (EPA) Environmental Financial Advisory Board (EFAB) will be renewed for an additional two-year period, as a necessary committee which is in the public interest, in accordance with the provisions of the Federal Advisory Committee Act (FACA), 5 U.S.C. App. 2. The purpose of EFAB is to provide advice and recommendations to the EPA Administrator on issues associated with environmental financing. It is determined that EFAB is in the public interest in connection with the performance of duties imposed on the Agency by law. Inquiries may be directed to James Gebhardt, Director, Water Infrastructure and Resiliency Finance Center, U.S. EPA, William Jefferson Clinton Federal Building, 1200 Pennsylvania Ave. NW, Washington, DC 20460 (Mail Code: 4201T), Telephone (202) 564-0323, or gebhardt.jim@epa.gov.",Notice,"The Charter for the United States Environmental Protection Agency's (EPA) Environmental Financial Advisory Board (EFAB) will be renewed for an additional two-year period, as a necessary committee which is in the public interest, in accordance with the...",ENVIRONMENTAL PROTECTION AGENCY,environmental-protection-agency,https://www.federalregister.gov/agencies/environmental-protection-agency,https://www.federalregister.gov/documents/2018/03/08/2018-04699/notice-of-charter-renewal,https://www.gpo.gov/fdsys/pkg/FR-2018-03-08/pdf/2018-04699.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-04699.pdf?1520430324,https://www.federalregister.gov/api/v1/agencies/145.json,
2018-04638,2018-03-08,161,Federal Communications Commission,,Federal Advisory Committee Act; Technological Advisory Council,"In accordance with the Federal Advisory Committee Act, this notice advises interested persons of a change in date for a previously announced meeting of the Federal Communications Commission's (FCC) Technological Advisory Council.",Notice,"In accordance with the Federal Advisory Committee Act, this notice advises interested persons of a change in date for a previously announced meeting of the Federal Communications Commission's (FCC) Technological Advisory Council.",FEDERAL COMMUNICATIONS COMMISSION,federal-communications-commission,https://www.federalregister.gov/agencies/federal-communications-commission,https://www.federalregister.gov/documents/2018/03/08/2018-04638/federal-advisory-committee-act-technological-advisory-council,https://www.gpo.gov/fdsys/pkg/FR-2018-03-08/pdf/2018-04638.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-04638.pdf?1520430316,https://www.federalregister.gov/api/v1/agencies/161.json,
2018-04660,2018-03-08,161,Federal Communications Commission,,"Federal Advisory Committee, Diversity and Digital Empowerment","In this document, the Federal Communications Commission (FCC or Commission) announces the March 27, 2018, meeting and agenda of the Advisory Committee on Diversity and Digital Empowerment (ACDDE).",Notice,"In this document, the Federal Communications Commission (FCC or Commission) announces the March 27, 2018, meeting and agenda of the Advisory Committee on Diversity and Digital Empowerment (ACDDE).",FEDERAL COMMUNICATIONS COMMISSION,federal-communications-commission,https://www.federalregister.gov/agencies/federal-communications-commission,https://www.federalregister.gov/documents/2018/03/08/2018-04660/federal-advisory-committee-diversity-and-digital-empowerment,https://www.gpo.gov/fdsys/pkg/FR-2018-03-08/pdf/2018-04660.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-04660.pdf?1520430319,https://www.federalregister.gov/api/v1/agencies/161.json,
2018-04634,2018-03-08,164,Federal Deposit Insurance Corporation,,Notice of Termination of Receiverships,,Notice,,FEDERAL DEPOSIT INSURANCE CORPORATION,federal-deposit-insurance-corporation,https://www.federalregister.gov/agencies/federal-deposit-insurance-corporation,https://www.federalregister.gov/documents/2018/03/08/2018-04634/notice-of-termination-of-receiverships,https://www.gpo.gov/fdsys/pkg/FR-2018-03-08/pdf/2018-04634.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-04634.pdf?1520430315,https://www.federalregister.gov/api/v1/agencies/164.json,
2018-04635,2018-03-08,164,Federal Deposit Insurance Corporation,,Notice to All Interested Parties of Intent To Terminate Receiverships,,Notice,,FEDERAL DEPOSIT INSURANCE CORPORATION,federal-deposit-insurance-corporation,https://www.federalregister.gov/agencies/federal-deposit-insurance-corporation,https://www.federalregister.gov/documents/2018/03/08/2018-04635/notice-to-all-interested-parties-of-intent-to-terminate-receiverships,https://www.gpo.gov/fdsys/pkg/FR-2018-03-08/pdf/2018-04635.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-04635.pdf?1520430315,https://www.federalregister.gov/api/v1/agencies/164.json,
2018-04676,2018-03-08,188,Federal Reserve System,,"Formations of, Acquisitions by, and Mergers of Bank Holding Companies",,Notice,,FEDERAL RESERVE SYSTEM,federal-reserve-system,https://www.federalregister.gov/agencies/federal-reserve-system,https://www.federalregister.gov/documents/2018/03/08/2018-04676/formations-of-acquisitions-by-and-mergers-of-bank-holding-companies,https://www.gpo.gov/fdsys/pkg/FR-2018-03-08/pdf/2018-04676.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-04676.pdf?1520430322,https://www.federalregister.gov/api/v1/agencies/188.json,
2018-04677,2018-03-08,188,Federal Reserve System,,Change in Bank Control Notices; Acquisitions of Shares of a Bank or Bank Holding Company,,Notice,,FEDERAL RESERVE SYSTEM,federal-reserve-system,https://www.federalregister.gov/agencies/federal-reserve-system,https://www.federalregister.gov/documents/2018/03/08/2018-04677/change-in-bank-control-notices-acquisitions-of-shares-of-a-bank-or-bank-holding-company,https://www.gpo.gov/fdsys/pkg/FR-2018-03-08/pdf/2018-04677.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-04677.pdf?1520430323,https://www.federalregister.gov/api/v1/agencies/188.json,
2018-04675,2018-03-08,221,Health and Human Services Department,Children and Families Administration,Submission for Public Comment Request,,Notice,,DEPARTMENT OF HEALTH AND HUMAN SERVICES,health-and-human-services-department,https://www.federalregister.gov/agencies/health-and-human-services-department,https://www.federalregister.gov/documents/2018/03/08/2018-04675/submission-for-public-comment-request,https://www.gpo.gov/fdsys/pkg/FR-2018-03-08/pdf/2018-04675.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-04675.pdf?1520430322,https://www.federalregister.gov/api/v1/agencies/221.json,
2018-04630,2018-03-08,221,Health and Human Services Department,Food and Drug Administration,Agency Information Collection Activities; Proposed Collection; Comment Request; Record Retention Requirements for the Soy Protein and Risk of Coronary Heart Disease Health Claim,"The Food and Drug Administration (FDA or Agency) is announcing an opportunity for public comment on the proposed collection of certain information by the Agency. Under the Paperwork Reduction Act of 1995 (PRA), Federal Agencies are required to publish notice in the Federal Register concerning each proposed collection of information, including each proposed extension of an existing collection of information, and to allow 60 days for public comment in response to the notice. This notice solicits comments on the record retention requirement of the soy protein/coronary heart disease health claim.",Notice,"The Food and Drug Administration (FDA or Agency) is announcing an opportunity for public comment on the proposed collection of certain information by the Agency. Under the Paperwork Reduction Act of 1995 (PRA), Federal Agencies are required to publish...",DEPARTMENT OF HEALTH AND HUMAN SERVICES,health-and-human-services-department,https://www.federalregister.gov/agencies/health-and-human-services-department,https://www.federalregister.gov/documents/2018/03/08/2018-04630/agency-information-collection-activities-proposed-collection-comment-request-record-retention,https://www.gpo.gov/fdsys/pkg/FR-2018-03-08/pdf/2018-04630.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-04630.pdf?1520430315,https://www.federalregister.gov/api/v1/agencies/221.json,
2018-04629,2018-03-08,221,Health and Human Services Department,Food and Drug Administration,Study Design Considerations for Devices Including Digital Health Technologies for Sleep Disordered Breathing in Adults; Public Workshop; Request for Comments,"The Food and Drug Administration (FDA, the Agency, or we) is announcing the following public workshop entitled ``Study Design Considerations for Devices including Digital Health Technologies for Sleep Disordered Breathing in Adults.'' The topic to be discussed is the appropriate design of clinical studies to evaluate devices including digital health technologies intended for the diagnosis, monitoring, or treatment of sleep disordered breathing (SDB) in adults. Study design considerations to be discussed include definitions for SDB conditions, inclusion/exclusion criteria for studies of these conditions, use of SDB assessment technologies, controls, and study endpoints.",Notice,"The Food and Drug Administration (FDA, the Agency, or we) is announcing the following public workshop entitled ``Study Design Considerations for Devices including Digital Health Technologies for Sleep Disordered Breathing in Adults.'' The topic to be...",DEPARTMENT OF HEALTH AND HUMAN SERVICES,health-and-human-services-department,https://www.federalregister.gov/agencies/health-and-human-services-department,https://www.federalregister.gov/documents/2018/03/08/2018-04629/study-design-considerations-for-devices-including-digital-health-technologies-for-sleep-disordered,https://www.gpo.gov/fdsys/pkg/FR-2018-03-08/pdf/2018-04629.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-04629.pdf?1520430315,https://www.federalregister.gov/api/v1/agencies/221.json,
2018-04543,2018-03-08,221,Health and Human Services Department,,Health Information Technology Advisory Committee 2018 Schedule,"This notice fulfills obligations under section 3002 of the Public Health Service Act (PHSA), as amended by the 21st Century Cures Act. Section 3002(b) (5) of the PHSA, as amended, mandates that the Health Information Technology Advisory Committee shall develop a schedule for the assessment of policy recommendations and the Secretary shall publish such schedule in the Federal Register.",Notice,"This notice fulfills obligations under section 3002 of the Public Health Service Act (PHSA), as amended by the 21st Century Cures Act. Section 3002(b) (5) of the PHSA, as amended, mandates that the Health Information Technology Advisory Committee shall...",DEPARTMENT OF HEALTH AND HUMAN SERVICES,health-and-human-services-department,https://www.federalregister.gov/agencies/health-and-human-services-department,https://www.federalregister.gov/documents/2018/03/08/2018-04543/health-information-technology-advisory-committee-2018-schedule,https://www.gpo.gov/fdsys/pkg/FR-2018-03-08/pdf/2018-04543.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-04543.pdf?1520430315,https://www.federalregister.gov/api/v1/agencies/221.json,
2018-04643,2018-03-08,227,Homeland Security Department,U.S. Citizenship and Immigration Services,"Agency Information Collection Activities; Revision of a Currently Approved Collection: Identity, Credential, and Access Management (ICAM)","The Department of Homeland Security (DHS), U.S. Citizenship and Immigration (USCIS) invites the general public and other Federal agencies to comment upon this proposed revision of a currently approved collection of information or new collection of information. In accordance with the Paperwork Reduction Act (PRA) of 1995, the information collection notice is published in the Federal Register to obtain comments regarding the nature of the information collection, the categories of respondents, the estimated burden (i.e. the time, effort, and resources used by the respondents to respond), the estimated cost to the respondent, and the actual information collection instruments.",Notice,"The Department of Homeland Security (DHS), U.S. Citizenship and Immigration (USCIS) invites the general public and other Federal agencies to comment upon this proposed revision of a currently approved collection of information or new collection of...",DEPARTMENT OF HOMELAND SECURITY,homeland-security-department,https://www.federalregister.gov/agencies/homeland-security-department,https://www.federalregister.gov/documents/2018/03/08/2018-04643/agency-information-collection-activities-revision-of-a-currently-approved-collection-identity,https://www.gpo.gov/fdsys/pkg/FR-2018-03-08/pdf/2018-04643.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-04643.pdf?1520430317,https://www.federalregister.gov/api/v1/agencies/227.json,
