document_number,publication_date,agency_id,agency,subagency,title,abstract,type,excerpts,raw_name,slug,url,html_url,pdf_url,public_inspection_pdf_url,json_url,parent_id
2018-10810,2018-05-22,161,Federal Communications Commission,,Accelerating Wireline Broadband Deployment by Removing Barriers to Infrastructure Investment; Correction,"The Federal Communications Commission (Commission) published a document in the Federal Register on May 14, 2018, announcing that the Office of Management and Budget (OMB) has approved, for a period of three years, the information collection associated with the Commission's discontinuance rules. The document incorrectly referred to the Commission's discontinuance rules rather than its network change disclosure rules.",Rule,"The Federal Communications Commission (Commission) published a document in the Federal Register on May 14, 2018, announcing that the Office of Management and Budget (OMB) has approved, for a period of three years, the information collection associated...",FEDERAL COMMUNICATIONS COMMISSION,federal-communications-commission,https://www.federalregister.gov/agencies/federal-communications-commission,https://www.federalregister.gov/documents/2018/05/22/2018-10810/accelerating-wireline-broadband-deployment-by-removing-barriers-to-infrastructure-investment,https://www.gpo.gov/fdsys/pkg/FR-2018-05-22/pdf/2018-10810.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-10810.pdf?1526906718,https://www.federalregister.gov/api/v1/agencies/161.json,
2018-10854,2018-05-22,161,Federal Communications Commission,,Connect America Fund; Universal Service Reform-Mobility Fund,"In this document, the Wireless Telecommunications Bureau and Wireline Competition Bureau (the Bureaus) reconsider certain aspects of the Mobility Fund Phase II (MF- II) challenge process procedures on their own motion and modify certain parameters for speed test measurements needed to file a successful challenge to an area that is initially deemed ineligible for MF-II support.",Rule,"In this document, the Wireless Telecommunications Bureau and Wireline Competition Bureau (the Bureaus) reconsider certain aspects of the Mobility Fund Phase II (MF- II) challenge process procedures on their own motion and modify certain parameters for...",FEDERAL COMMUNICATIONS COMMISSION,federal-communications-commission,https://www.federalregister.gov/agencies/federal-communications-commission,https://www.federalregister.gov/documents/2018/05/22/2018-10854/connect-america-fund-universal-service-reform-mobility-fund,https://www.gpo.gov/fdsys/pkg/FR-2018-05-22/pdf/2018-10854.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-10854.pdf?1526906723,https://www.federalregister.gov/api/v1/agencies/161.json,
2018-10811,2018-05-22,161,Federal Communications Commission,,Promoting Spectrum Access for Wireless Microphone Operations,"In this document, the Commission announces that the Office of Management and Budget (OMB) has approved, for a period of three years, the new information collection associated with the Commission's Promoting Spectrum Access for Wireless Microphone Operations, Order on Reconsideration, Further Notice of Proposed Rulemaking. This document is consistent with the Order, which stated that the Commission would publish a document in the Federal Register announcing the effective date of those rules.",Rule,"In this document, the Commission announces that the Office of Management and Budget (OMB) has approved, for a period of three years, the new information collection associated with the Commission's Promoting Spectrum Access for Wireless Microphone...",FEDERAL COMMUNICATIONS COMMISSION,federal-communications-commission,https://www.federalregister.gov/agencies/federal-communications-commission,https://www.federalregister.gov/documents/2018/05/22/2018-10811/promoting-spectrum-access-for-wireless-microphone-operations,https://www.gpo.gov/fdsys/pkg/FR-2018-05-22/pdf/2018-10811.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-10811.pdf?1526906719,https://www.federalregister.gov/api/v1/agencies/161.json,
2018-10930,2018-05-22,227,Homeland Security Department,Coast Guard,"Safety Zone; Fourth of July Fireworks Patriots Point, Charleston, SC","The Coast Guard proposes to establish a temporary safety zone for certain navigable waters of Cooper River at Patriot's Point in Charleston, SC. This action is necessary to provide for the safety of the general public, spectators, vessels, and the marine environment from potential hazards during a fireworks display. This proposed rulemaking would prohibit persons and vessels from entering, transiting through, anchoring in, or remaining within the safety zone unless authorized by the Captain of the Port Charleston (COTP) or a designated representative. We invite your comments on this proposed rulemaking.",Proposed Rule,"The Coast Guard proposes to establish a temporary safety zone for certain navigable waters of Cooper River at Patriot's Point in Charleston, SC. This action is necessary to provide for the safety of the general public, spectators, vessels, and the...",DEPARTMENT OF HOMELAND SECURITY,homeland-security-department,https://www.federalregister.gov/agencies/homeland-security-department,https://www.federalregister.gov/documents/2018/05/22/2018-10930/safety-zone-fourth-of-july-fireworks-patriots-point-charleston-sc,https://www.gpo.gov/fdsys/pkg/FR-2018-05-22/pdf/2018-10930.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-10930.pdf?1526906734,https://www.federalregister.gov/api/v1/agencies/227.json,
2018-10931,2018-05-22,227,Homeland Security Department,Coast Guard,"Safety Zone; Marshwalk Group Independence Day Fireworks, Murrells Inlet, SC","The Coast Guard proposes to establish a temporary safety zone for certain waters of Murrells Inlet, SC. This action is necessary to provide for the safety of the general public, spectators, vessels, and the marine environment from potential hazards during a fireworks display. This proposed rulemaking would prohibit persons and vessels from entering, transiting through, anchoring in, or remaining within the safety zone unless authorized by the Captain of the Port Charleston (COTP) or a designated representative. We invite your comments on this proposed rulemaking.",Proposed Rule,"The Coast Guard proposes to establish a temporary safety zone for certain waters of Murrells Inlet, SC. This action is necessary to provide for the safety of the general public, spectators, vessels, and the marine environment from potential hazards...",DEPARTMENT OF HOMELAND SECURITY,homeland-security-department,https://www.federalregister.gov/agencies/homeland-security-department,https://www.federalregister.gov/documents/2018/05/22/2018-10931/safety-zone-marshwalk-group-independence-day-fireworks-murrells-inlet-sc,https://www.gpo.gov/fdsys/pkg/FR-2018-05-22/pdf/2018-10931.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-10931.pdf?1526906735,https://www.federalregister.gov/api/v1/agencies/227.json,
2018-10899,2018-05-22,227,Homeland Security Department,Coast Guard,"Security Zones; Dignitary Arrival/Departure and United Nations Meetings, New York, NY","The Coast Guard proposes to modify the Marine Air Terminal, LaGuardia Airport Security Zone. The modification of the security zone would expand the existing security zone boundary north along the Rikers Island Bridge to the intersecting point on the southern tip of Rikers Island then east to the western end of LaGuardia Airport. This expanded security zone is necessary to protect the port, waterfront facilities, and waters of the United States from terrorism, sabotage, or other subversive acts and incidents of a similar nature during visits to New York City by various dignitaries. We invite your comments on this proposed rulemaking.",Proposed Rule,"The Coast Guard proposes to modify the Marine Air Terminal, LaGuardia Airport Security Zone. The modification of the security zone would expand the existing security zone boundary north along the Rikers Island Bridge to the intersecting point on the...",DEPARTMENT OF HOMELAND SECURITY,homeland-security-department,https://www.federalregister.gov/agencies/homeland-security-department,https://www.federalregister.gov/documents/2018/05/22/2018-10899/security-zones-dignitary-arrivaldeparture-and-united-nations-meetings-new-york-ny,https://www.gpo.gov/fdsys/pkg/FR-2018-05-22/pdf/2018-10899.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-10899.pdf?1526906730,https://www.federalregister.gov/api/v1/agencies/227.json,
2018-10735,2018-05-22,253,Interior Department,National Park Service,Alaska; Hunting and Trapping in National Preserves,The National Park Service proposes to amend its regulations for sport hunting and trapping in national preserves in Alaska. This proposed rule would remove a regulatory provision issued by the National Park Service in 2015 that prohibited certain sport hunting practices that are otherwise permitted by the State of Alaska. These proposed changes are consistent with Secretary of the Interior Orders 3347 and 3356.,Proposed Rule,The National Park Service proposes to amend its regulations for sport hunting and trapping in national preserves in Alaska. This proposed rule would remove a regulatory provision issued by the National Park Service in 2015 that prohibited certain sport...,DEPARTMENT OF THE INTERIOR,interior-department,https://www.federalregister.gov/agencies/interior-department,https://www.federalregister.gov/documents/2018/05/22/2018-10735/alaska-hunting-and-trapping-in-national-preserves,https://www.gpo.gov/fdsys/pkg/FR-2018-05-22/pdf/2018-10735.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-10735.pdf?1526906718,https://www.federalregister.gov/api/v1/agencies/253.json,
2018-10863,2018-05-22,12,Agriculture Department,,Notice of Request for Submission for Review of a Currently Approved Information Collection,"In accordance with the Paperwork Reduction Act of 1995 this notice announces the USDA, NFC's intention to request a review of a currently approved information collection for the Direct Premium Remittance System (DPRS) Form DPRS-2809.",Notice,"In accordance with the Paperwork Reduction Act of 1995 this notice announces the USDA, NFC's intention to request a review of a currently approved information collection for the Direct Premium Remittance System (DPRS) Form DPRS-2809.",DEPARTMENT OF AGRICULTURE,agriculture-department,https://www.federalregister.gov/agencies/agriculture-department,https://www.federalregister.gov/documents/2018/05/22/2018-10863/notice-of-request-for-submission-for-review-of-a-currently-approved-information-collection,https://www.gpo.gov/fdsys/pkg/FR-2018-05-22/pdf/2018-10863.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-10863.pdf?1526906725,https://www.federalregister.gov/api/v1/agencies/12.json,
2018-10866,2018-05-22,12,Agriculture Department,Rural Business-Cooperative Service,Notice of Solicitation of Applications (NOSA) Inviting Applications for the Rural Economic Development Loan and Grant Programs for Fiscal Year 2018,"This notice is to invite applications for loans and grants under the Rural Economic Development Loan and Grant (REDLG) Programs for fiscal year (FY) 2018, subject to the availability of funding. This notice is being issued in order to allow applicants sufficient time to leverage financing, prepare and submit their applications, and give the Agency time to process applications within FY 2018. Successful applications will be selected by the Agency for funding and subsequently awarded to the extent that funding may ultimately be made available through appropriations. An announcement on the website at http://www.rd.usda.gov/newsroom/notices-solicitation-applications-nosas will identify the amount received in the appropriations. All applicants are responsible for any expenses incurred in developing their applications.",Notice,"This notice is to invite applications for loans and grants under the Rural Economic Development Loan and Grant (REDLG) Programs for fiscal year (FY) 2018, subject to the availability of funding. This notice is being issued in order to allow applicants...",DEPARTMENT OF AGRICULTURE,agriculture-department,https://www.federalregister.gov/agencies/agriculture-department,https://www.federalregister.gov/documents/2018/05/22/2018-10866/notice-of-solicitation-of-applications-nosa-inviting-applications-for-the-rural-economic-development,https://www.gpo.gov/fdsys/pkg/FR-2018-05-22/pdf/2018-10866.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-10866.pdf?1526906726,https://www.federalregister.gov/api/v1/agencies/12.json,
2018-10821,2018-05-22,54,Commerce Department,Census Bureau,Proposed Information Collection; Comment Request; Business and Professional Classification Report,"The Department of Commerce, as part of its continuing effort to reduce paperwork and respondent burden, invites the general public and other Federal agencies to take this opportunity to comment on proposed and/or continuing information collections, as required by the Paperwork Reduction Act of 1995.",Notice,"The Department of Commerce, as part of its continuing effort to reduce paperwork and respondent burden, invites the general public and other Federal agencies to take this opportunity to comment on proposed and/or continuing information collections, as...",DEPARTMENT OF COMMERCE,commerce-department,https://www.federalregister.gov/agencies/commerce-department,https://www.federalregister.gov/documents/2018/05/22/2018-10821/proposed-information-collection-comment-request-business-and-professional-classification-report,https://www.gpo.gov/fdsys/pkg/FR-2018-05-22/pdf/2018-10821.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-10821.pdf?1526906718,https://www.federalregister.gov/api/v1/agencies/54.json,
2018-10941,2018-05-22,54,Commerce Department,Economic Analysis Bureau,"Proposed Information Collection; Comment Request; Direct Investment Surveys: BE-11, Annual Survey of U.S. Direct Investment Abroad","The Department of Commerce, as part of its continuing effort to reduce paperwork and respondent burden, invites the general public and other Federal agencies to comment on proposed and/or continuing information collections, as required by the Paperwork Reduction Act of 1995.",Notice,"The Department of Commerce, as part of its continuing effort to reduce paperwork and respondent burden, invites the general public and other Federal agencies to comment on proposed and/or continuing information collections, as required by the Paperwork...",DEPARTMENT OF COMMERCE,commerce-department,https://www.federalregister.gov/agencies/commerce-department,https://www.federalregister.gov/documents/2018/05/22/2018-10941/proposed-information-collection-comment-request-direct-investment-surveys-be-11-annual-survey-of-us,https://www.gpo.gov/fdsys/pkg/FR-2018-05-22/pdf/2018-10941.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-10941.pdf?1526906735,https://www.federalregister.gov/api/v1/agencies/54.json,
2018-10942,2018-05-22,54,Commerce Department,Economic Analysis Bureau,"Proposed Information Collection; Comment Request; Direct Investment Surveys: BE-15, Annual Survey of Foreign Direct Investment in the United States","The Department of Commerce, as part of its continuing effort to reduce paperwork and respondent burden, invites the general public and other Federal agencies to comment on proposed and/or continuing information collections, as required by the Paperwork Reduction Act of 1995.",Notice,"The Department of Commerce, as part of its continuing effort to reduce paperwork and respondent burden, invites the general public and other Federal agencies to comment on proposed and/or continuing information collections, as required by the Paperwork...",DEPARTMENT OF COMMERCE,commerce-department,https://www.federalregister.gov/agencies/commerce-department,https://www.federalregister.gov/documents/2018/05/22/2018-10942/proposed-information-collection-comment-request-direct-investment-surveys-be-15-annual-survey-of,https://www.gpo.gov/fdsys/pkg/FR-2018-05-22/pdf/2018-10942.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-10942.pdf?1526906735,https://www.federalregister.gov/api/v1/agencies/54.json,
2018-10904,2018-05-22,54,Commerce Department,Foreign-Trade Zones Board,"Foreign-Trade Zone 87-Lake Charles, Louisiana; Application for Subzone; Driftwood LNG, LLC; Sulphur, Louisiana",,Notice,,DEPARTMENT OF COMMERCE,commerce-department,https://www.federalregister.gov/agencies/commerce-department,https://www.federalregister.gov/documents/2018/05/22/2018-10904/foreign-trade-zone-87-lake-charles-louisiana-application-for-subzone-driftwood-lng-llc-sulphur,https://www.gpo.gov/fdsys/pkg/FR-2018-05-22/pdf/2018-10904.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-10904.pdf?1526906731,https://www.federalregister.gov/api/v1/agencies/54.json,
2018-10878,2018-05-22,54,Commerce Department,International Trade Administration,Stainless Steel Bar From Brazil: Final Results of Antidumping Duty Administrative Review; 2016-2017,"On March 1, 2018, the Department of Commerce (Commerce) published the preliminary results of the administrative review of the antidumping duty order on stainless steel bar (SSB) from Brazil. The period of review (POR) is February 1, 2016, through January 31, 2017. For the final results of this review, we continue to find that Villares Metals S.A. (Villares) has not made sales of subject merchandise at less than normal value during the POR.",Notice,"On March 1, 2018, the Department of Commerce (Commerce) published the preliminary results of the administrative review of the antidumping duty order on stainless steel bar (SSB) from Brazil. The period of review (POR) is February 1, 2016, through...",DEPARTMENT OF COMMERCE,commerce-department,https://www.federalregister.gov/agencies/commerce-department,https://www.federalregister.gov/documents/2018/05/22/2018-10878/stainless-steel-bar-from-brazil-final-results-of-antidumping-duty-administrative-review-2016-2017,https://www.gpo.gov/fdsys/pkg/FR-2018-05-22/pdf/2018-10878.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-10878.pdf?1526906728,https://www.federalregister.gov/api/v1/agencies/54.json,
2018-10877,2018-05-22,54,Commerce Department,International Trade Administration,Notice of Scope Rulings,"The Department of Commerce (Commerce) hereby publishes a list of scope rulings and anticircumvention determinations made between October 1, 2016, and December 31, 2016, inclusive. We intend to publish future lists after the close of the next calendar quarter.",Notice,"The Department of Commerce (Commerce) hereby publishes a list of scope rulings and anticircumvention determinations made between October 1, 2016, and December 31, 2016, inclusive. We intend to publish future lists after the close of the next calendar...",DEPARTMENT OF COMMERCE,commerce-department,https://www.federalregister.gov/agencies/commerce-department,https://www.federalregister.gov/documents/2018/05/22/2018-10877/notice-of-scope-rulings,https://www.gpo.gov/fdsys/pkg/FR-2018-05-22/pdf/2018-10877.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-10877.pdf?1526906728,https://www.federalregister.gov/api/v1/agencies/54.json,
2018-10845,2018-05-22,54,Commerce Department,National Institute of Standards and Technology,Manufacturing Extension Partnership Advisory Board,"The National Institute of Standards and Technology (NIST) announces that the Manufacturing Extension Partnership (MEP) Advisory Board will hold an open meeting on June 13, 2018.",Notice,"The National Institute of Standards and Technology (NIST) announces that the Manufacturing Extension Partnership (MEP) Advisory Board will hold an open meeting on June 13, 2018.",DEPARTMENT OF COMMERCE,commerce-department,https://www.federalregister.gov/agencies/commerce-department,https://www.federalregister.gov/documents/2018/05/22/2018-10845/manufacturing-extension-partnership-advisory-board,https://www.gpo.gov/fdsys/pkg/FR-2018-05-22/pdf/2018-10845.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-10845.pdf?1526906723,https://www.federalregister.gov/api/v1/agencies/54.json,
